doc_id,label,start,end
111111131,loaded_language,207,214
111111131,loaded_language,326,336
111111131,loaded_language,352,365
111111131,name_calling_labeling,382,395
111111131,name_calling_labeling,398,413
111111131,loaded_language,723,731
111111131,exaggeration_minimisation,804,811
111111131,name_calling_labeling,823,865
111111131,black_and_white_fallacy,1031,1068
111111131,loaded_language,1191,1201
111111131,name_calling_labeling,1977,1992
111111131,loaded_language,2660,2671
111111131,loaded_language,2728,2739
111111131,loaded_language,2897,2908
111111131,loaded_language,2912,2923
111111131,slogans,2953,2997
111111131,loaded_language,3396,3416
111111131,loaded_language,3437,3445
111111131,loaded_language,3738,3748
111111131,loaded_language,4008,4014
111111131,repetition,4030,4038
111111131,name_calling_labeling,4152,4169
111111131,loaded_language,4224,4230
111111131,loaded_language,4256,4264
111111131,repetition,4339,4352
111111131,repetition,4531,4546
111111131,loaded_language,4635,4643
111111131,loaded_language,4752,4768
111111131,loaded_language,4882,4899
111111131,loaded_language,5174,5186
111111131,exaggeration_minimisation,5244,5262
111111131,repetition,5281,5289
111111131,exaggeration_minimisation,5369,5378
111111131,flag_waving,5904,5916
111111131,repetition,5938,5950
111111131,name_calling_labeling,6920,6937
111111131,exaggeration_minimisation,6957,6971
111111131,name_calling_labeling,7314,7324
111111131,repetition,7700,7708
111111132,loaded_language,7925,7943
111111132,loaded_language,147,151
111111132,name_calling_labeling,2262,2272
111111132,name_calling_labeling,2280,2292
111111132,black_and_white_fallacy,4198,4249
111111132,black_and_white_fallacy,4427,4497
111111132,appeal_to_fear_prejudice,4307,4320
111111132,loaded_language,4779,4787
111111132,loaded_language,7582,7594
111111132,name_calling_labeling,8607,8630
111111132,whataboutism_straw_men_red_herring,9598,9650
111111132,loaded_language,10340,10350
111111132,loaded_language,10851,10860
111111132,slogans,12045,12087
111111132,black_and_white_fallacy,5776,5811
111111133,loaded_language,1224,1244
111111133,loaded_language,2593,2606
111111133,black_and_white_fallacy,4159,4173
111111133,loaded_language,358,367
111111133,loaded_language,460,465
111111133,loaded_language,504,507
111111133,loaded_language,1070,1077
111111133,loaded_language,2572,2589
111111133,name_calling_labeling,2625,2646
111111133,loaded_language,2944,2950
111111133,loaded_language,3830,3836
111111134,name_calling_labeling,945,984
111111134,exaggeration_minimisation,1415,1514
111111134,repetition,1225,1237
111111134,name_calling_labeling,2427,2456
111111135,bandwagon_reductio_ad_hitlerum,3286,3319
111111135,repetition,4583,4590
111111135,loaded_language,582,611
111111135,causal_oversimplification,543,683
111111135,loaded_language,835,844
111111135,loaded_language,1476,1483
111111135,appeal_to_authority,1929,2341
111111135,name_calling_labeling,2984,3018
111111135,loaded_language,3045,3084
111111135,exaggeration_minimisation,3262,3319
111111135,loaded_language,4580,4590
111111135,loaded_language,6524,6539
111111135,loaded_language,6813,6839
111111135,exaggeration_minimisation,7009,7036
111111135,loaded_language,2045,2051
111111135,doubt,4433,4498
111111135,loaded_language,7134,7152
111111136,loaded_language,1243,1254
111111136,flag_waving,1874,2026
111111137,loaded_language,2321,2332
111111137,exaggeration_minimisation,143,183
111111137,loaded_language,2058,2064
694327499,loaded_language,9221,9252
694327499,loaded_language,11573,11606
694327499,causal_oversimplification,1366,1501
694327499,loaded_language,2798,2874
694327499,name_calling_labeling,3032,3055
694327499,name_calling_labeling,3656,3688
694327499,causal_oversimplification,4811,4934
694327499,name_calling_labeling,4944,4978
694327499,loaded_language,5950,6079
694327499,name_calling_labeling,6320,6343
694327499,loaded_language,9393,9408
694327499,appeal_to_fear_prejudice,9630,9695
694327499,name_calling_labeling,11470,11661
694327499,loaded_language,11720,11770
694327499,loaded_language,110,142
694327499,thought_terminating_cliches,6296,6318
694356862,loaded_language,86,106
694356862,loaded_language,820,830
694356862,loaded_language,2378,2399
694356862,loaded_language,4680,4691
694356862,causal_oversimplification,71,171
694356862,exaggeration_minimisation,270,311
694356862,causal_oversimplification,532,574
694356862,exaggeration_minimisation,713,795
694356862,causal_oversimplification,854,922
694356862,flag_waving,2754,2768
694356862,appeal_to_fear_prejudice,5069,5184
694356862,doubt,5363,5430
694356862,loaded_language,733,747
694811415,black_and_white_fallacy,274,321
694811415,thought_terminating_cliches,854,913
694811415,doubt,1013,1112
694811415,bandwagon_reductio_ad_hitlerum,1629,1719
694811415,appeal_to_authority,498,546
694811415,doubt,1,23
695833178,doubt,1992,2104
695833178,doubt,364,405
695833178,appeal_to_authority,546,624
695833178,doubt,2420,2438
695833178,flag_waving,597,624
695833178,doubt,76,102
695833178,repetition,1040,1093
695833178,flag_waving,1074,1093
695833178,appeal_to_authority,837,954
695833178,name_calling_labeling,2420,2438
695833178,doubt,2510,2570
696246189,repetition,861,882
696246189,whataboutism_straw_men_red_herring,2552,2645
696246189,repetition,2848,2898
696246189,repetition,3236,3277
696264594,name_calling_labeling,388,414
696264594,loaded_language,490,520
696264594,bandwagon_reductio_ad_hitlerum,899,972
696264594,loaded_language,1173,1207
696264594,name_calling_labeling,1313,1356
696264594,repetition,3752,3766
696264594,loaded_language,6029,6043
696264594,loaded_language,6754,6784
696264594,appeal_to_fear_prejudice,7337,7433
696264594,flag_waving,3829,4015
696264594,loaded_language,6201,6207
696264594,thought_terminating_cliches,7013,7040
696264594,black_and_white_fallacy,7337,7433
696694316,thought_terminating_cliches,3987,4010
696694316,loaded_language,603,661
696694316,loaded_language,1020,1094
696694316,loaded_language,3276,3379
696694316,loaded_language,3471,4010
696694316,loaded_language,4478,4500
696694316,loaded_language,7026,7097
696694316,black_and_white_fallacy,7971,8295
696694316,black_and_white_fallacy,8298,8642
696694316,appeal_to_fear_prejudice,9586,9819
696694316,bandwagon_reductio_ad_hitlerum,9373,9584
696694316,loaded_language,11102,11126
696694316,loaded_language,12634,12736
696694316,thought_terminating_cliches,13456,13555
696694316,loaded_language,4376,4395
696694316,black_and_white_fallacy,10661,10866
696694316,appeal_to_fear_prejudice,12738,12848
696735702,doubt,2630,2685
696735702,doubt,1115,1140
696735702,doubt,3585,3632
697063039,thought_terminating_cliches,1975,2072
697063039,exaggeration_minimisation,1160,1220
697063039,exaggeration_minimisation,1375,1413
697063039,name_calling_labeling,1824,1852
697063039,loaded_language,115,120
697063039,loaded_language,142,152
697063039,flag_waving,1226,1346
697063039,loaded_language,1828,1845
697444415,loaded_language,512,539
697444415,whataboutism_straw_men_red_herring,1471,1596
697444415,loaded_language,2817,2831
697444415,doubt,2959,3022
697444415,doubt,2815,2860
697454736,whataboutism_straw_men_red_herring,8030,8056
697454736,whataboutism_straw_men_red_herring,599,751
697454736,appeal_to_authority,3216,3400
697454736,doubt,4856,5044
697454736,appeal_to_fear_prejudice,7080,7176
697454736,thought_terminating_cliches,7417,7444
697454736,loaded_language,8140,8197
697454736,whataboutism_straw_men_red_herring,8793,8976
697454736,appeal_to_authority,9555,9692
697454736,black_and_white_fallacy,10671,10950
697454736,loaded_language,11963,12026
697454736,loaded_language,12492,12644
697454736,doubt,12874,13038
697454736,loaded_language,7761,7777
697454736,name_calling_labeling,10597,10632
697472447,doubt,3600,3640
697472447,doubt,2430,2528
697472447,doubt,3397,3459
697959084,thought_terminating_cliches,2647,2664
697959084,loaded_language,128,157
697959084,doubt,1689,1765
697959084,flag_waving,1689,1790
697959084,repetition,2783,2857
697959084,doubt,2914,2988
697996062,name_calling_labeling,94,108
697996062,exaggeration_minimisation,427,469
698018235,appeal_to_fear_prejudice,1659,1883
698018235,bandwagon_reductio_ad_hitlerum,2917,3000
698018235,name_calling_labeling,305,335
698018235,name_calling_labeling,555,581
698018235,loaded_language,657,687
698018235,name_calling_labeling,641,652
698018235,bandwagon_reductio_ad_hitlerum,976,1049
698018235,repetition,1482,1493
698018235,loaded_language,3538,3578
698018235,loaded_language,3623,3649
698018235,appeal_to_authority,976,1047
698018235,loaded_language,1910,1919
698018235,black_and_white_fallacy,2132,2410
698018235,loaded_language,2431,2460
698018235,loaded_language,2723,2730
698018235,bandwagon_reductio_ad_hitlerum,3283,3380
698018235,black_and_white_fallacy,3514,3649
698092698,name_calling_labeling,306,327
698092698,repetition,675,692
698092698,doubt,694,784
698092698,doubt,1997,2029
698092698,doubt,353,371
698092698,doubt,577,693
698092698,doubt,2393,2453
698092698,doubt,5882,5948
698503276,loaded_language,7295,7301
698503276,loaded_language,1057,1084
698503276,loaded_language,1169,1228
698503276,flag_waving,1272,1302
698503276,repetition,1340,1370
698503276,repetition,1404,1456
698503276,repetition,4539,4559
698503276,repetition,6447,6487
698503276,appeal_to_fear_prejudice,8730,8957
698503276,loaded_language,177,200
698503276,whataboutism_straw_men_red_herring,1303,1402
698503276,slogans,3107,3132
698503276,loaded_language,4612,4630
698503276,loaded_language,6946,6983
698503276,loaded_language,7332,7348
698503276,appeal_to_fear_prejudice,7932,8164
698503276,bandwagon_reductio_ad_hitlerum,9024,9279
698503276,loaded_language,9044,9055
698719689,bandwagon_reductio_ad_hitlerum,300,321
698719689,loaded_language,1440,1449
698719689,loaded_language,131,144
698719689,loaded_language,1594,1611
698719689,appeal_to_fear_prejudice,190,321
698719689,appeal_to_fear_prejudice,1542,1611
698719689,name_calling_labeling,2324,2335
698780559,doubt,733,764
698780559,doubt,458,625
698780559,doubt,337,372
698780559,repetition,60,95
698780559,loaded_language,541,571
698780559,repetition,1908,1931
698780559,doubt,2364,2399
699142854,appeal_to_fear_prejudice,2181,2246
699142854,appeal_to_fear_prejudice,7160,7228
699142854,loaded_language,692,708
699142854,flag_waving,930,981
699142854,loaded_language,1013,1039
699142854,flag_waving,1041,1102
699142854,appeal_to_fear_prejudice,1596,1620
699142854,repetition,3149,3217
699142854,doubt,4131,4274
699142854,loaded_language,4889,4906
699142854,name_calling_labeling,7574,7602
699142854,name_calling_labeling,1402,1429
699142854,loaded_language,2548,2584
699142854,repetition,6974,6981
699142854,repetition,7069,7083
699142854,repetition,7018,7034
699142854,repetition,6934,6952
699142854,causal_oversimplification,8894,8971
699291100,loaded_language,640,646
699291100,repetition,15,25
699291100,repetition,3420,3430
699291100,repetition,3829,3839
699291100,repetition,4424,4434
699291100,repetition,4836,4846
699291100,repetition,4985,4992
699291100,loaded_language,200,218
699291100,loaded_language,4816,4830
699478811,appeal_to_fear_prejudice,2175,2289
699478811,loaded_language,4836,4888
699478811,repetition,4871,4888
699478811,bandwagon_reductio_ad_hitlerum,5692,5759
699478811,thought_terminating_cliches,7653,7692
699478811,appeal_to_fear_prejudice,190,356
699478811,loaded_language,447,487
699478811,appeal_to_fear_prejudice,3410,3554
699478811,loaded_language,4494,4509
699478811,loaded_language,6742,6759
699478811,causal_oversimplification,7653,7692
699478811,loaded_language,8519,8557
699478811,appeal_to_fear_prejudice,2060,2119
699478811,appeal_to_fear_prejudice,2886,3062
699478811,appeal_to_fear_prejudice,4890,4924
699478811,appeal_to_fear_prejudice,5511,5554
699478811,appeal_to_fear_prejudice,5692,5761
699478811,bandwagon_reductio_ad_hitlerum,5785,5877
699478811,loaded_language,7155,7173
699478811,appeal_to_fear_prejudice,8030,8167
700387229,loaded_language,24,34
700387229,appeal_to_authority,243,259
700387229,appeal_to_authority,394,425
700387229,appeal_to_authority,435,449
700387229,repetition,435,449
700387229,repetition,243,259
700387229,repetition,37,51
700387229,appeal_to_authority,763,782
700387229,loaded_language,1123,1133
700387229,appeal_to_authority,925,966
700387229,appeal_to_authority,1303,1321
700387229,loaded_language,2201,2211
700387229,appeal_to_authority,2948,3026
700387229,repetition,3136,3164
700387229,appeal_to_fear_prejudice,2761,2818
700387229,appeal_to_fear_prejudice,3136,3164
700461600,exaggeration_minimisation,717,760
700461600,whataboutism_straw_men_red_herring,1547,1746
700461600,black_and_white_fallacy,2352,2497
700461600,doubt,2805,2868
700461600,flag_waving,2726,2788
700461600,black_and_white_fallacy,3073,3131
700461600,name_calling_labeling,3549,3559
700461600,flag_waving,3963,4080
700461600,appeal_to_fear_prejudice,4210,4440
700461600,doubt,1551,1562
700461600,doubt,1613,1620
700461600,appeal_to_fear_prejudice,2400,2497
700461600,doubt,2318,2351
700461600,appeal_to_fear_prejudice,3073,3255
700461600,name_calling_labeling,4510,4530
700461600,bandwagon_reductio_ad_hitlerum,4657,4709
700551604,bandwagon_reductio_ad_hitlerum,5659,5818
700551604,flag_waving,1881,2028
700551604,exaggeration_minimisation,2735,2776
700551604,doubt,3068,3179
700551604,exaggeration_minimisation,3209,3232
700551604,loaded_language,3383,3403
700551604,name_calling_labeling,5322,5341
700551604,loaded_language,6897,6915
700551604,loaded_language,1657,1686
700551604,causal_oversimplification,1881,2028
700551604,causal_oversimplification,2034,2149
700551604,loaded_language,2566,2610
700551604,exaggeration_minimisation,2830,2880
700551604,exaggeration_minimisation,2894,2954
700551604,loaded_language,3209,3232
700551604,causal_oversimplification,3326,3364
700551604,exaggeration_minimisation,4462,4524
700551604,loaded_language,4686,4698
700551604,causal_oversimplification,5977,6095
700551604,causal_oversimplification,7425,7512
700551604,causal_oversimplification,7547,7629
700551604,causal_oversimplification,7694,7798
700551604,flag_waving,8615,8671
700551604,flag_waving,8924,8977
700551604,flag_waving,9219,9324
700551604,name_calling_labeling,3698,3735
700551604,bandwagon_reductio_ad_hitlerum,5343,5410
700662577,exaggeration_minimisation,245,271
700662577,loaded_language,641,779
700662577,exaggeration_minimisation,1385,1423
700662577,loaded_language,1570,1600
700662577,exaggeration_minimisation,2777,2812
700662577,loaded_language,60,86
700662577,loaded_language,108,119
700662577,loaded_language,1217,1227
700662577,appeal_to_fear_prejudice,1570,1765
700662577,flag_waving,1907,1984
700662577,loaded_language,2794,2812
700662577,loaded_language,3515,3529
701225819,name_calling_labeling,177,187
701225819,repetition,2689,2694
701225819,repetition,2787,2792
701225819,loaded_language,2982,2991
701225819,name_calling_labeling,77,99
701225819,name_calling_labeling,996,1019
701225819,loaded_language,2174,2182
701225819,repetition,2747,2752
701225819,slogans,3787,3804
701225819,name_calling_labeling,3837,3860
701225819,name_calling_labeling,4606,4636
701225819,name_calling_labeling,4720,4739
701225819,appeal_to_fear_prejudice,131,143
701225819,loaded_language,305,313
701225819,appeal_to_fear_prejudice,1201,1299
701225819,name_calling_labeling,1525,1551
701225819,loaded_language,1572,1583
701225819,loaded_language,1767,1771
701225819,repetition,2616,2621
701225819,loaded_language,3309,3315
701225819,name_calling_labeling,4268,4313
701225819,loaded_language,5914,5927
701225819,loaded_language,6102,6112
701225819,name_calling_labeling,111,143
701225819,appeal_to_fear_prejudice,1493,1605
701225819,name_calling_labeling,1872,1889
701225819,slogans,1967,1987
701225819,name_calling_labeling,2798,2811
701299732,appeal_to_authority,588,628
701299732,appeal_to_authority,1569,1600
701299732,appeal_to_authority,2236,2327
701299732,name_calling_labeling,101,114
701299732,appeal_to_fear_prejudice,0,13
701299732,appeal_to_fear_prejudice,60,80
701299732,appeal_to_fear_prejudice,244,299
701299732,appeal_to_fear_prejudice,638,655
701299732,appeal_to_fear_prejudice,1718,1735
701299732,appeal_to_fear_prejudice,2297,2327
701299732,name_calling_labeling,39,52
701447437,loaded_language,50,93
701447437,loaded_language,189,211
701447437,appeal_to_authority,363,376
701447437,appeal_to_authority,1092,1168
701447437,causal_oversimplification,343,430
701447437,causal_oversimplification,570,727
701447437,exaggeration_minimisation,1423,1442
701447437,exaggeration_minimisation,1556,1599
701447437,doubt,1556,1643
701447437,doubt,1649,1722
701447437,doubt,1112,1168
701447437,appeal_to_fear_prejudice,939,1017
701447437,name_calling_labeling,1542,1555
701553469,appeal_to_fear_prejudice,4178,4280
701553469,loaded_language,31,41
701553469,slogans,77,143
701553469,loaded_language,351,361
701553469,name_calling_labeling,1716,1744
701553469,name_calling_labeling,1864,1887
701553469,exaggeration_minimisation,3139,3159
701553469,slogans,3455,3476
701553469,name_calling_labeling,3695,3715
701553469,loaded_language,3898,3916
701553469,causal_oversimplification,1983,2143
701553469,loaded_language,288,302
701553469,doubt,2486,2651
701553469,doubt,2666,2781
701837665,name_calling_labeling,803,833
701837665,name_calling_labeling,1806,1828
701837665,doubt,1364,1449
701837665,exaggeration_minimisation,5040,5084
701837665,exaggeration_minimisation,7193,7229
701837665,loaded_language,8276,8312
701837665,flag_waving,9299,9329
701837665,exaggeration_minimisation,10112,10206
701837665,doubt,10208,10227
701837665,exaggeration_minimisation,761,801
701837665,causal_oversimplification,1829,2008
701837665,exaggeration_minimisation,2534,2575
701837665,exaggeration_minimisation,2618,2726
701837665,causal_oversimplification,2792,2940
701837665,repetition,2828,2849
701837665,causal_oversimplification,3251,3423
701837665,loaded_language,3510,3534
701837665,causal_oversimplification,3824,3883
701837665,causal_oversimplification,3958,4067
701837665,loaded_language,5068,5084
701837665,loaded_language,5821,5840
701837665,causal_oversimplification,6697,6873
701837665,appeal_to_fear_prejudice,7193,7357
701837665,exaggeration_minimisation,7401,7455
701837665,whataboutism_straw_men_red_herring,7727,7747
701837665,appeal_to_authority,7785,7841
701837665,causal_oversimplification,7529,7666
701837665,name_calling_labeling,8115,8155
701837665,doubt,8453,8556
701837665,whataboutism_straw_men_red_herring,9331,9372
701837665,name_calling_labeling,9425,9433
701837665,exaggeration_minimisation,9471,9500
701837665,loaded_language,9741,9756
701837665,name_calling_labeling,9780,9814
701837665,name_calling_labeling,10090,10111
701837665,causal_oversimplification,10802,10972
701837665,causal_oversimplification,11844,11915
701837665,thought_terminating_cliches,11964,12007
701837665,loaded_language,12031,12047
701837665,loaded_language,12178,12197
701837665,exaggeration_minimisation,12594,12665
701837665,thought_terminating_cliches,2456,2470
701837665,loaded_language,2544,2563
701837665,doubt,2740,2762
701837665,appeal_to_fear_prejudice,2942,2991
701837665,flag_waving,12381,12476
701933838,appeal_to_fear_prejudice,981,1153
701939679,doubt,234,337
701939679,name_calling_labeling,361,374
701939679,doubt,339,529
701939679,repetition,1474,1664
702077434,loaded_language,1264,1275
702077434,thought_terminating_cliches,1377,1393
702077434,loaded_language,1377,1414
702077434,exaggeration_minimisation,1701,1732
702077434,repetition,1830,1891
702077783,loaded_language,342,363
702077783,flag_waving,401,475
702077783,name_calling_labeling,243,276
702077783,doubt,233,289
702077783,name_calling_labeling,513,525
702077783,doubt,1853,1917
702077783,doubt,291,335
702111021,repetition,1114,1127
702111021,repetition,2179,2193
702111021,repetition,2272,2286
702111021,repetition,3388,3402
702111021,repetition,3908,3922
702111021,loaded_language,1639,1676
702111021,loaded_language,2047,2092
702111021,appeal_to_authority,3668,3773
702111021,name_calling_labeling,3994,4051
702111021,loaded_language,2223,2237
702111021,black_and_white_fallacy,4140,4186
703056647,loaded_language,53,61
703056647,appeal_to_authority,25,61
703056647,loaded_language,204,238
703056647,exaggeration_minimisation,239,275
703056647,repetition,470,477
703056647,repetition,223,230
703056647,repetition,53,61
703056647,appeal_to_authority,2412,2475
703056647,causal_oversimplification,1987,2041
703056647,doubt,2102,2176
703056647,appeal_to_authority,661,717
703056647,appeal_to_authority,926,1018
703056647,causal_oversimplification,1418,1495
703056647,name_calling_labeling,25,36
703056647,appeal_to_fear_prejudice,25,61
703056647,appeal_to_fear_prejudice,223,275
703056647,appeal_to_fear_prejudice,684,717
703056647,appeal_to_fear_prejudice,1109,1140
703056647,appeal_to_fear_prejudice,1919,1984
703056647,appeal_to_fear_prejudice,2412,2473
703698295,appeal_to_fear_prejudice,5829,5877
703698295,loaded_language,5917,5958
703698295,loaded_language,8483,8503
703698295,name_calling_labeling,320,353
703698295,loaded_language,2687,2722
703698295,name_calling_labeling,2792,2808
703698295,name_calling_labeling,2818,2850
703698295,name_calling_labeling,3183,3200
703698295,loaded_language,4571,4597
703698295,loaded_language,4797,4815
703698295,repetition,6647,6657
703698295,name_calling_labeling,7231,7261
703698295,loaded_language,7641,7660
703698295,causal_oversimplification,8634,8734
703698295,black_and_white_fallacy,9765,9961
703698295,loaded_language,12626,12642
703698295,appeal_to_fear_prejudice,822,941
703698295,appeal_to_fear_prejudice,1633,1702
703698295,loaded_language,1805,1819
703698295,exaggeration_minimisation,2073,2088
703698295,loaded_language,2285,2298
703698295,appeal_to_fear_prejudice,4687,4739
703698295,loaded_language,7231,7245
703698295,loaded_language,7719,7741
703698295,causal_oversimplification,8006,8060
703698295,name_calling_labeling,8954,8976
703698295,appeal_to_fear_prejudice,10166,10229
703698295,loaded_language,10820,10828
703806098,loaded_language,166,185
703806098,doubt,2609,2665
703806098,loaded_language,1605,1622
703806098,doubt,1632,1698
703806098,loaded_language,144,160
703806098,loaded_language,1435,1455
703821117,loaded_language,2350,2366
703821117,loaded_language,3483,3500
703821117,name_calling_labeling,11087,11105
703821117,loaded_language,11655,11671
703821117,name_calling_labeling,12003,12039
703821117,exaggeration_minimisation,12349,12363
703821117,loaded_language,14142,14158
703821117,loaded_language,16781,16835
703821117,appeal_to_fear_prejudice,17552,17689
703821117,exaggeration_minimisation,179,236
703821117,causal_oversimplification,114,174
703821117,flag_waving,472,532
703821117,flag_waving,833,880
703821117,name_calling_labeling,2475,2523
703821117,exaggeration_minimisation,3368,3383
703821117,exaggeration_minimisation,3519,3571
703821117,exaggeration_minimisation,3893,3974
703821117,exaggeration_minimisation,5022,5080
703821117,causal_oversimplification,5281,5373
703821117,name_calling_labeling,6445,6453
703821117,causal_oversimplification,6520,6609
703821117,exaggeration_minimisation,6620,6637
703821117,flag_waving,7264,7314
703821117,loaded_language,7674,7693
703821117,doubt,10469,10570
703821117,whataboutism_straw_men_red_herring,10572,10680
703821117,doubt,10697,10805
703821117,exaggeration_minimisation,10740,10765
703821117,whataboutism_straw_men_red_herring,10860,10997
703821117,exaggeration_minimisation,10820,10845
703821117,doubt,11221,11328
703821117,repetition,12149,12243
703821117,name_calling_labeling,13152,13167
703821117,loaded_language,13316,13369
703821117,exaggeration_minimisation,13902,13935
703821117,causal_oversimplification,13936,13958
703821117,causal_oversimplification,13960,14030
703821117,repetition,18531,18550
703821117,flag_waving,14419,14458
703821117,causal_oversimplification,14511,14640
703821117,causal_oversimplification,14752,14920
703821117,thought_terminating_cliches,15047,15069
703821117,causal_oversimplification,15216,15279
703821117,causal_oversimplification,15785,15851
703821117,loaded_language,16195,16231
703821117,causal_oversimplification,16335,16411
703821117,loaded_language,16976,17013
703821117,appeal_to_authority,17016,17049
703821117,name_calling_labeling,18269,18325
703821117,exaggeration_minimisation,18378,18396
703821117,flag_waving,18447,18550
703821117,exaggeration_minimisation,18604,18639
703821117,loaded_language,195,222
703821117,bandwagon_reductio_ad_hitlerum,5281,5323
703821117,bandwagon_reductio_ad_hitlerum,6046,6098
703821117,appeal_to_fear_prejudice,17150,17244
703821117,bandwagon_reductio_ad_hitlerum,18275,18323
704591553,loaded_language,238,265
704591553,appeal_to_fear_prejudice,1999,2059
704591553,loaded_language,2802,2816
704591553,loaded_language,71,103
704591553,loaded_language,278,285
704591553,loaded_language,933,954
704591553,name_calling_labeling,1016,1029
704591553,name_calling_labeling,1125,1141
704591553,loaded_language,1280,1292
704591553,name_calling_labeling,1805,1832
704591553,doubt,2180,2228
704591553,slogans,2765,2780
704591553,loaded_language,3153,3163
704591553,exaggeration_minimisation,3827,3881
704591553,name_calling_labeling,3883,3911
704591553,repetition,3895,3911
704591553,exaggeration_minimisation,4058,4124
704591553,name_calling_labeling,4064,4103
704591553,name_calling_labeling,4454,4480
704591553,loaded_language,4493,4508
704591553,doubt,4965,5082
704591553,appeal_to_fear_prejudice,697,822
704591553,loaded_language,1696,1718
704591553,loaded_language,1868,1883
704591553,bandwagon_reductio_ad_hitlerum,3221,3359
704591553,loaded_language,4398,4405
704856340,doubt,4007,4185
704856340,flag_waving,4107,4185
704856340,doubt,4187,4324
704856340,loaded_language,4285,4324
705035735,loaded_language,15,22
705035735,loaded_language,42,70
705035735,appeal_to_authority,1035,1063
705035735,appeal_to_authority,1297,1404
705035735,loaded_language,2403,2426
705035735,appeal_to_authority,2579,2643
705035735,loaded_language,3016,3078
705035735,name_calling_labeling,57,70
705035735,appeal_to_fear_prejudice,0,32
705035735,appeal_to_fear_prejudice,34,70
705035735,name_calling_labeling,239,250
705035735,appeal_to_fear_prejudice,2981,3010
705409419,loaded_language,138,158
705409419,loaded_language,1367,1418
705409419,doubt,1702,1830
705409419,name_calling_labeling,2058,2114
705409419,causal_oversimplification,4226,4381
705409419,loaded_language,4383,4570
705409419,loaded_language,6069,6164
705409419,loaded_language,950,1042
706088110,repetition,3279,3292
706088110,causal_oversimplification,1117,1229
706088110,causal_oversimplification,1019,1068
706088110,whataboutism_straw_men_red_herring,2203,2282
706088110,black_and_white_fallacy,3513,3590
706088110,repetition,818,832
706088110,repetition,1081,1087
706088110,repetition,1330,1344
706088110,repetition,2103,2117
706088110,repetition,2578,2591
706088110,repetition,2914,2928
706088110,repetition,3223,3236
706088110,repetition,3458,3472
706501640,loaded_language,20,26
706501640,appeal_to_authority,233,288
706501640,repetition,7,49
706501640,repetition,237,288
706501640,repetition,568,603
706501640,repetition,742,805
706501640,repetition,1110,1168
706501640,loaded_language,1321,1331
706501640,loaded_language,1527,1544
706501640,appeal_to_fear_prejudice,31,72
706501640,appeal_to_fear_prejudice,765,805
706501640,appeal_to_fear_prejudice,1689,1714
706600938,doubt,557,644
706600938,name_calling_labeling,2803,2827
706600938,doubt,5924,6161
706600938,loaded_language,1083,1248
706600938,loaded_language,1429,1550
706600938,doubt,2617,2789
706600938,loaded_language,2904,2927
706600938,loaded_language,2792,2881
706600938,loaded_language,3393,3674
