article_id,label,text_snippet
111111135,"Exaggeration,Minimisation",his 1984 description of Adolf Hitler as “a very great man
111111135,Loaded_Language,to condemn
111111135,Loaded_Language,make me shudder
111111135,Loaded_Language,harmful and divisive views
111111135,"Exaggeration,Minimisation",an “outstanding human being
111111135,Loaded_Language,wildly
111111135,Doubt,Why were Tamika Mallory and Danny Davis reluctant to denounce him
111111135,Loaded_Language,monthlong backlash
111111136,Loaded_Language,stamped out
111111136,Flag-Waving,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years"
111111137,Loaded_Language,poison pill
111111137,"Exaggeration,Minimisation",the worst school shootings in US history
111111137,Loaded_Language,hailed
694327499,Loaded_Language,for “certain” public adulterers
694327499,Loaded_Language,cunning ecclesiastical politician
694327499,Causal_Oversimplification,"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does"
694327499,Loaded_Language,And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow
694327499,"Name_Calling,Labeling",our intrepid presenters
694327499,"Name_Calling,Labeling",all those ignorant critics of AL
694327499,Causal_Oversimplification,all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—
694327499,"Name_Calling,Labeling",those ignorant Vatican translators
694327499,Loaded_Language,But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line
694327499,"Name_Calling,Labeling",Our dynamic translators
694327499,Loaded_Language,synodal charade
694327499,Appeal_to_fear-prejudice,"In a sense, what Bergoglio is doing is worse than explicit heresy"
694327499,"Name_Calling,Labeling","the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants"
694327499,Loaded_Language,the grim reality of this unprecedented pontificate
694327499,Loaded_Language,the old reliable “mistranslation
694327499,Thought-terminating_Cliches,"But wait, there’s more"
694356862,Loaded_Language,reckless appeasement
694356862,Loaded_Language,disastrous
694356862,Loaded_Language,“It’s a new monster.”
694356862,Loaded_Language,milquetoast
694356862,Causal_Oversimplification,Barack Obama's reckless appeasement of the Iranian regime has enabled its rise as a hegemonic threat
694356862,"Exaggeration,Minimisation",turned his back on millions of dissidents
694356862,Causal_Oversimplification,giving rise to ISIS’s re-emergence in Iraq
694356862,"Exaggeration,Minimisation",turning Iraq into a virtual vassal state of the largest state sponsor of terrorism
694356862,Causal_Oversimplification,legitimized Iran's path to eventually becoming a nuclear-armed state
694356862,Flag-Waving,American blood
694356862,Appeal_to_fear-prejudice,could actually accelerate the cycle of violence and perpetuate conflict rather than get us to a sustainable outcome
694356862,Doubt,Whether the Trump administration follows through remains to be seen
694356862,Loaded_Language,virtual vassal
694811415,Black-and-White_Fallacy,Paddock could not have carried out the massacre
694811415,Thought-terminating_Cliches,"I’m not a big conspiracy theory guy, but it don’t sit right"
694811415,Doubt,Paddock’s body may have been left in the hotel room while other assailants carried out the shooting
694811415,"Bandwagon,Reductio_ad_hitlerum","after virtually every terror attack and mass shooting, friends and neighbors express shock"
694811415,Appeal_to_Authority,I can tell you 100% this is not that kind of guy
694811415,Doubt,It’s gotta be a set-up
695833178,Doubt,This throws their entire narrative into question and makes one wonder what else is being hidden from the public?
695833178,Doubt,seemingly covering up the ISIS connection
695833178,Appeal_to_Authority,Laura Loomer proves that authorities have directly lied to the American people
695833178,Doubt,so-called evidence
695833178,Flag-Waving,lied to the American people
695833178,Doubt,What Else Are They Hiding?
695833178,Repetition,proving that the FBI specifically lied to the country
695833178,Flag-Waving,lied to the country
695833178,Appeal_to_Authority,"According to Loomer, she obtained the image from a source which shows that Paddock’s car first arrived September 25th"
695833178,"Name_Calling,Labeling",so-called evidence
695833178,Doubt,cannot be trusted and should be considered as disinformation
696246189,Repetition,it was a suicide note
696246189,"Whataboutism,Straw_Men,Red_Herring","While officials did not reveal the woman’s name, they did tell reporters she was a prostitute"
696246189,Repetition,ammunition was purchased under someone else’s name
696246189,Repetition,ammo was bought under someone else’s name
696264594,"Name_Calling,Labeling",anti-Israel BDS hate group
696264594,Loaded_Language,accused Jews of drinking blood
696264594,"Bandwagon,Reductio_ad_hitlerum","EU no longer considers #Hamas a terrorist group. Time for US to do same."""
696264594,Loaded_Language,Holocaust Syndrome” of entitlement
696264594,"Name_Calling,Labeling",Hezbollah as “an armed-resistance movement”
696264594,Repetition,an anti-Israel
696264594,Loaded_Language,Its perversion
696264594,Loaded_Language,accused Jews of drinking blood
696264594,Appeal_to_fear-prejudice,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews"
696264594,Flag-Waving,"Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews. Being Jewish is highly identified with being white because of Zionism"
696264594,Loaded_Language,simmer
696264594,Thought-terminating_Cliches,We all have choices to make
696264594,Black-and-White_Fallacy,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews"
696694316,Thought-terminating_Cliches,just around the corner”
696694316,Loaded_Language,very dirty and unappealing water under the Catholic bridge
696694316,Loaded_Language,Who can read this without cringing at what we now know was about to happen
696694316,Loaded_Language,"Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it"
696694316,Loaded_Language,"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard. It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept. It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”"
696694316,Loaded_Language,it was outright wicked
696694316,Loaded_Language,this sacramental reality that was about to be catastrophically obscured
696694316,Black-and-White_Fallacy,"…it is not allowable to emphasize what is called the “communal” Mass to the disparagement of Masses celebrated in private, or to exaggerate the element of sacramental sign as if the symbolism, which all certainly admit in the Eucharist, expresses fully and exhausts completely the mode of Christ’s presence in this sacrament"
696694316,Black-and-White_Fallacy,"Nor is it allowable to discuss the mystery of transubstantiation without mentioning what the Council of Trent stated about the marvelous conversion of the whole substance of the bread into the Body and of the whole substance of the wine into the Blood of Christ, speaking rather only of what is called “transignification” and “transfiguration,”"
696694316,Appeal_to_fear-prejudice,We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second. They are men who refuse to bend the knee before the God whom they will not serve
696694316,"Bandwagon,Reductio_ad_hitlerum",The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist
696694316,Loaded_Language,is demonically brilliant
696694316,Loaded_Language,will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration
696694316,Thought-terminating_Cliches,"But whatever its flaws, Mysterium Fidei is the one I found, and I’m convinced it wasn’t an accident"
696694316,Loaded_Language,pernicious nonsense
696694316,Black-and-White_Fallacy,"If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant"
696694316,Appeal_to_fear-prejudice,"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall"
696735702,Doubt,why weren’t the police rushing to the scene immediately
696735702,Doubt,constantly changing story
696735702,Doubt,While we may never know the exact circumstances
697063039,Thought-terminating_Cliches,"As the days have become weeks, the weeks will become months, and survival will get more difficult"
697063039,"Exaggeration,Minimisation",a natural disaster of a magnitude not seen in over a century
697063039,"Exaggeration,Minimisation",the unprecedented level of destruction
697063039,"Name_Calling,Labeling",the hurricane-ravaged island
697063039,Loaded_Language,wrath
697063039,Loaded_Language,devastated
697063039,Flag-Waving,we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis
697063039,Loaded_Language,hurricane-ravaged
697444415,Loaded_Language,series of shocking comments
697444415,"Whataboutism,Straw_Men,Red_Herring",Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel
697444415,Loaded_Language,huge bombshell
697444415,Doubt,we are not being told what actually happened that fateful night
697444415,Doubt,a huge bombshell in the ongoing investigation
697454736,"Whataboutism,Straw_Men,Red_Herring",while Francis does nothing
697454736,"Whataboutism,Straw_Men,Red_Herring","Mr. Ferrara, however, bases his critique upon an assumption that the “generous response” offered to God is a sin. This, though, is not what AL is saying"
697454736,Appeal_to_Authority,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order"
697454736,Doubt,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a “move away from sin” is what is pleasing to God, even if the moral norm is not adhered to, is sophistical"
697454736,Appeal_to_fear-prejudice,A moral catastrophe is self-evidently underway and it is not possible honestly to deny its cause
697454736,Thought-terminating_Cliches,with an open heart and mind
697454736,Loaded_Language,"with an open heart and mind, but above all with open eyes"
697454736,"Whataboutism,Straw_Men,Red_Herring","He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way"
697454736,Appeal_to_Authority,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases"
697454736,Black-and-White_Fallacy,"Does Mr. Ferrara believe that the Catholic Church under Pope Francis is a “Leviathan Church” and not the Catholic Church? If this is so, then it would suggest that Mr. Ferrara is refusing submission to the Roman Pontiff and communion with the members of the Church subject to him"
697454736,Loaded_Language,Dr. Fastiggi has succumbed to an unfortunate literal-mindedness
697454736,Loaded_Language,"demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse"
697454736,Doubt,I respectfully suggest that Dr. Fastiggi’s comments evince a need for serious study and reflection before he ventures further opinions on this controversy in public
697454736,Loaded_Language,Irony of ironies
697454736,"Name_Calling,Labeling",foot soldiers of a Leviathan Church
697472447,Doubt,What exactly do they want us to believe?
697472447,Doubt,There are obviously certain things that the FBI and other investigators seem intent on covering up
697472447,Doubt,so why change the narrative to make it even more unbelievable?
697959084,Thought-terminating_Cliches,Slowly but surely
697959084,Loaded_Language,astonishing eyewitness report
697959084,Doubt,"Keep in mind, this is all information that the police and the FBI has hidden"
697959084,Flag-Waving,"Keep in mind, this is all information that the police and the FBI has hidden from the American people"
697959084,Repetition,it is strikingly obvious that authorities have lied to the American people
697959084,Doubt,One can only speculate as to what the reasons for these lies actually are?
697996062,"Name_Calling,Labeling",less glamorous
697996062,"Exaggeration,Minimisation",you move closer to legalizing all illegals
698018235,Appeal_to_fear-prejudice,"Any Jew who opposes the Occupation — or opposes Zionism itself — knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations,"""
698018235,"Bandwagon,Reductio_ad_hitlerum",people who hate the existence of Jewish nationhood. Not of Jewish nationhood itself
698018235,"Name_Calling,Labeling",radical anti-Israel hate group
698018235,"Name_Calling,Labeling",anti-Israel BDS hate group
698018235,Loaded_Language,accused Jews of drinking blood
698018235,"Name_Calling,Labeling",anti-Semite
698018235,"Bandwagon,Reductio_ad_hitlerum","EU no longer considers #Hamas a terrorist group. Time for US to do same."""
698018235,Repetition,anti-Israel
698018235,Loaded_Language,go whine to the New York Times some more
698018235,Loaded_Language,burn crosses on their lawn
698018235,Appeal_to_Authority,EU no longer considers #Hamas a terrorist group. Time for US to do same
698018235,Loaded_Language,terrified
698018235,Black-and-White_Fallacy,"If our Jewish institutions — particularly the American Jewish Historical Society — cannot accommodate dissent, and effectively exclude all Jewish anti-Zionists, then they have not only lost a rapidly growing Jewish population, but they have lost a key aspect of their Jewishness"
698018235,Loaded_Language,knapsack of entitled nonsense
698018235,Loaded_Language,whining
698018235,"Bandwagon,Reductio_ad_hitlerum",It's resistance to a propaganda campaign intended to attack the human rights of the Jewish people
698018235,Black-and-White_Fallacy,Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn
698092698,"Name_Calling,Labeling",conspiracy theorists”
698092698,Repetition,Are they for real
698092698,Doubt,"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive"
698092698,Doubt,That raised a number of question
698092698,Doubt,Are they for real?
698092698,Doubt,Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened? Are they for real?
698092698,Doubt,contradicting a timeline they had offered earlier this week…
698092698,Doubt,These discrepancies on basic facts are feeding conspiracy theories
698503276,Loaded_Language,fiasco
698503276,Loaded_Language,trying to clean up the mess
698503276,Loaded_Language,"reckless abandonment of facts in favor of ego and ideology"""
698503276,Flag-Waving,lying to the American people.”
698503276,Repetition,recklessly abandoned the facts
698503276,Repetition,The Obama administration lied to the American people
698503276,Repetition,This was another lie
698503276,Repetition,Obama administration lied about that too
698503276,Appeal_to_fear-prejudice,"the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”"
698503276,Loaded_Language,disastrous nuclear deal
698503276,"Whataboutism,Straw_Men,Red_Herring",It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal
698503276,Slogans,Israel must be wiped out”
698503276,Loaded_Language,shamelessly denied
698503276,Loaded_Language,let’s just kick the can down the road
698503276,Loaded_Language,phony agreements
698503276,Appeal_to_fear-prejudice,North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran
698503276,"Bandwagon,Reductio_ad_hitlerum","Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago"
698503276,Loaded_Language,phony deals
698719689,"Bandwagon,Reductio_ad_hitlerum",huge concern for many
698719689,Loaded_Language,extremely
698719689,Loaded_Language,unprecedented
698719689,Loaded_Language,difficult at best
698719689,Appeal_to_fear-prejudice,the likelihood that this disease will move to other more densely populated regions of the planet has become a huge concern for many
698719689,Appeal_to_fear-prejudice,making cures in underdeveloped regions of the globe difficult at best
698719689,"Name_Calling,Labeling",black death
698780559,Doubt,they want the public to believe
698780559,Doubt,His mere existence appears to have been fabricated by the very authorities who are cramming lies down our throats about this massacre for the sake of political agendas
698780559,Doubt,mysteriously vanished into thin air
698780559,Repetition,Mysteriously Vanished Into Thin Air
698780559,Loaded_Language,cramming lies down our throats
698780559,Repetition,vanishing into thin air
698780559,Doubt,they desperately want us to believe
699142854,Appeal_to_fear-prejudice,the threat Iran constitutes to US national security and interests
699142854,Appeal_to_fear-prejudice,"a menace to the US, its allies and international security as a whole"
699142854,Loaded_Language,murderous regime
699142854,Flag-Waving,Iran’s long rap sheet of aggression against America
699142854,Loaded_Language,seizure and hostage crisis
699142854,Flag-Waving,Trump described Iran’s crimes and acts of war against America
699142854,Appeal_to_fear-prejudice,sponsorship of terrorism
699142854,Repetition,"aggressive and illicit acts against the US, its interests and allies"
699142854,Doubt,"Unfortunately, it is also likely, indeed, it is more likely, that his words will not be translated into policies to achieve these critical aims"
699142854,Loaded_Language,ugly public fight
699142854,"Name_Calling,Labeling",the most outspoken supporter
699142854,"Name_Calling,Labeling",the authoritarian theocrats
699142854,Loaded_Language,overarching hostility and aggression
699142854,Repetition,It won’
699142854,Repetition,it won’t bring
699142854,Repetition,It won’t destroy
699142854,Repetition,deal won’t destroy
699142854,Causal_Oversimplification,"If they fail, the possibility Trump created will be lost, perhaps irrevocably"
699291100,Loaded_Language,sordid
699291100,Repetition,Threatened
699291100,Repetition,threatened
699291100,Repetition,threatened
699291100,Repetition,threatened
699291100,Repetition,threatened
699291100,Repetition,threats
699291100,Loaded_Language,largely ignored it
699291100,Loaded_Language,harsh position
699478811,Appeal_to_fear-prejudice,point to Iran’s positioning itself for more aggressive military actions that could place U.S. forces in harm’s way
699478811,Loaded_Language,"its aggressive, destabilizing, and unlawful behavior"
699478811,Repetition,unlawful behavior
699478811,"Bandwagon,Reductio_ad_hitlerum",it tells us that we will soon have another North Korea on our hands
699478811,Thought-terminating_Cliches,They are a perfect match for each other
699478811,Appeal_to_fear-prejudice,putting the Revolutionary Guard in the terrorist lists with terrorist groups can be very costly to the United States and its military bases and forces in the region.”
699478811,Loaded_Language,the stupidity of the American government
699478811,Appeal_to_fear-prejudice,"The Iraqi branch of Iran’s terrorist proxy Hezbollah has vowed that once ISIS is defeated it will start killing Americans, as it has done before"
699478811,Loaded_Language,outlaw behavior
699478811,Loaded_Language,caught red-handed
699478811,Causal_Oversimplification,They are a perfect match for each other
699478811,Loaded_Language,to kick the can down the road as usual
699478811,Appeal_to_fear-prejudice,"Thus, it is threatening U.S. forces and bases in the region"
699478811,Appeal_to_fear-prejudice,"This will not only serve to bolster the Assad regime, but it also will strengthen Iran's ability to follow through on its threats to the U.S. and its allies, principally Israel"
699478811,Appeal_to_fear-prejudice,To do otherwise would be foolish.”
699478811,Appeal_to_fear-prejudice,the Iranian regime’s “most threatening act”
699478811,Appeal_to_fear-prejudice,"it tells us that we will soon have another North Korea on our hands,”"
699478811,"Bandwagon,Reductio_ad_hitlerum","“If it is wrong for North Korea to do this, why doesn’t that same mentality apply to Iran? “"
699478811,Loaded_Language,a modicum of sense
699478811,Appeal_to_fear-prejudice,"""If we want to talk to North Korea now, the possible end for the nuclear deal with Iran would jeopardize the credibility of such treaties"
700387229,Loaded_Language,High Alert
700387229,Appeal_to_Authority,“no one is safe”
700387229,Appeal_to_Authority,continuing to spread and worsen
700387229,Appeal_to_Authority,no one is safe
700387229,Repetition,no one is safe
700387229,Repetition,“no one is safe”
700387229,Repetition,No One Is Safe
700387229,Appeal_to_Authority,much more dangerous
700387229,Loaded_Language,high alert
700387229,Appeal_to_Authority,the number of cases is growing by the day
700387229,Appeal_to_Authority,safe and dignified
700387229,Loaded_Language,incredibly
700387229,Appeal_to_Authority,“It has been a long time since we have seen the plague in an urban environment
700387229,Repetition,no one in Madagascar is safe
700387229,Appeal_to_fear-prejudice,people in every place in society are catching the disease
700387229,Appeal_to_fear-prejudice,no one in Madagascar is safe
700461600,"Exaggeration,Minimisation",their dream of independence is all but dead
700461600,"Whataboutism,Straw_Men,Red_Herring",But what if the Baghdad regime of Haider al-Abadi does not agree? What if the Quds Force does not go home to Iran and the Shiite militias that helped retake Kirkuk refuse to enlist in the Iraqi army?
700461600,Black-and-White_Fallacy,"Do we accept that outcome, pack up and go home? Or do we leave our forces in Syria and Iraq and defy any demand from Assad to vacate his country?"
700461600,Doubt,apparently clueless to the presence of 800 U.S. troops in Niger
700461600,Flag-Waving,Would the American people support such a war with U.S. troops?
700461600,Black-and-White_Fallacy,"If we rely on the Kurds in Syria, we lose NATO ally Turkey"
700461600,"Name_Calling,Labeling","terrorist"""
700461600,Flag-Waving,And only one force in the region has the power to reverse the present outcome of Syria's civil war--the United States
700461600,Appeal_to_fear-prejudice,"A failure by the United States to defend its allies or promote new political arrangements for (Syria and Iraq) will lead only to more war, the rise of new terrorist threats, and, ultimately, the necessity of more U.S. intervention"
700461600,Doubt,what if the
700461600,Doubt,What if
700461600,Appeal_to_fear-prejudice,Or do we leave our forces in Syria and Iraq and defy any demand from Assad to vacate his country?
700461600,Doubt,"secure, is that really a victory?"
700461600,Appeal_to_fear-prejudice,"If we rely on the Kurds in Syria, we lose NATO ally Turkey, which regards Syria's Kurds as collaborators of the PKK in Turkey, which even the U.S. designates a terrorist organization"
700461600,"Name_Calling,Labeling",interventionist Post
700461600,"Bandwagon,Reductio_ad_hitlerum","If he crosses, he joins Bush II in the history books"
700551604,"Bandwagon,Reductio_ad_hitlerum",a good strategy was to blame the assassination on a communist because then they could smear anyone who challenged the official story as a communist sympathizer
700551604,Flag-Waving,Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret
700551604,"Exaggeration,Minimisation",no reasonable person can honestly believe
